TARGETID,SURVEY
39633140213353395,sv2
39633140213352551,sv2
39633140213352424,sv2
39633140217547939,sv2
39633140217546665,sv2
39633140221739220,sv2
39633140217546766,sv2
39633148971057253,sv2
39633148966866133,sv2
39633144596401212,sv2
39633144596400833,sv2
39633289710929611,sv2
39633282328953318,sv2
39633286028331839,sv2
39633282324762224,sv2
39633289710929609,sv2
39633289710930035,sv2
39633286028331314,sv2
39633286028332414,sv2
39633286028331351,sv2
39633286028331082,sv2
39633286028331674,sv2
39633286028331056,sv2
39633282337343279,sv2
39633278612803000,sv2
39633278612802734,sv2
39633282341535899,sv2
39633278616994457,sv2
39633278612802273,sv2
39633282337343351,sv2
39633282333148336,sv2
39633282333147157,sv2
39633282333149482,sv2
39633282333150057,sv2
39633282333148448,sv2
39633282333148027,sv2
39633282328956321,sv2
39633282333149148,sv2
39633282333148903,sv2
39633286028332490,sv2
39633286028331521,sv2
39633286028331035,sv2
39633286028331451,sv2
39633282333148834,sv2
39633282328954018,sv2
39633282328954306,sv2
39633282324761803,sv2
39633286036719895,sv2
39633289715122623,sv2
39633286032523616,sv2
39633286036717816,sv2
39633286032523313,sv2
39633286032525206,sv2
39633286032526894,sv2
39633286032524170,sv2
39633282328956059,sv2
39633286032523692,sv2
39633286032524320,sv2
39633286032525764,sv2
39633286036717812,sv2
39633282333147830,sv2
39633289710931258,sv2
39633286028332277,sv2
39633289727706650,sv2
39633286040913926,sv2
39633286045108043,sv2
39633286045107480,sv2
39633286045106288,sv2
39633289727705991,sv2
39633286045107244,sv2
39633286045106544,sv2
39633282341537034,sv2
39633282341538281,sv2
39633286045108745,sv2
39633282341536197,sv2
39633282341536601,sv2
39633282341538262,sv2
39633278616995723,sv2
39633282341537561,sv2
39633282341537094,sv2
39633282337344184,sv2
39633282337343099,sv2
39633289727706916,sv2
39633289727706073,sv2
39633289727706493,sv2
39633286036720174,sv2
39633289723510907,sv2
39633286036720180,sv2
39633286036719892,sv2
39633293385138589,sv2
39633293385139633,sv2
39633293380946186,sv2
39633289715124130,sv2
39633289719316995,sv2
39633289719317818,sv2
39633289719318795,sv2
39633289715125036,sv2
39633289719317921,sv2
39633289710931774,sv2
39633289715123399,sv2
39633286032526614,sv2
39633289715125507,sv2
39633289715124199,sv2
39633289719316739,sv2
39633293380944549,sv2
39633293380945629,sv2
39633293376751146,sv2
39633289723511434,sv2
39633289719319550,sv2
39633289710930965,sv2
39633289723511056,sv2
39633289715122554,sv2
39633297017407611,sv2
39633293376750050,sv2
39633297013214195,sv2
39633293376750626,sv2
39633297017406197,sv2
39633297017405698,sv2
39633297013212463,sv2
39633300637090218,sv2
39633297017408031,sv2
39633297017408679,sv2
39633297013212920,sv2
39633297013212554,sv2
39633300637089923,sv2
39633300632898567,sv2
39633293372558427,sv2
39633293372558346,sv2
39633293372559145,sv2
39633297017408109,sv2
39633289719319802,sv2
39633289719319330,sv2
39633289719319667,sv2
39633286036719857,sv2
39633289719318236,sv2
39633289710930693,sv2
39633293372557721,sv2
39633293372557946,sv2
39633300632897991,sv2
39633300632897195,sv2
39633289710930835,sv2
39633289710931038,sv2
39633286032526596,sv2
39633289715124653,sv2
39633289715125609,sv2
39633289715125539,sv2
39633289715124350,sv2
39633289715124161,sv2
39633297017406697,sv2
39633297017406700,sv2
39633297017406507,sv2
39633289723512675,sv2
39633289727706175,sv2
39633289727705288,sv2
39633289723512692,sv2
39633289723514168,sv2
39633289723512820,sv2
39633289723512079,sv2
39633293380945623,sv2
39633297017408760,sv2
39633293385139594,sv2
39633286040912193,sv2
39633289723511638,sv2
39633293385139196,sv2
39633286040912219,sv2
39633286040912443,sv2
39633289723511393,sv2
39633289723511477,sv2
39633286040913026,sv2
39633286036719968,sv2
39633289723510812,sv2
39633286036720837,sv2
39633286036720245,sv2
39633297013212471,sv2
39633293372556833,sv2
39633297013213190,sv2
39633297013212986,sv2
39633293380944789,sv2
39633286032526554,sv2
39633293380945330,sv2
39633293380946301,sv2
39633293380945539,sv2
39633293376750256,sv2
39633293376750568,sv2
39633289715122649,sv2
39633289715125076,sv2
39633297009018563,sv2
39633297009018498,sv2
39633297009017587,sv2
39633297009019634,sv2
39633297009018512,sv2
39633297009020102,sv2
39633297009019082,sv2
39633297009020048,sv2
39633297009018398,sv2
39633297009018837,sv2
39633289710929290,sv2
39633293368364248,sv2
39633293368364780,sv2
39633293368365007,sv2
39633293368361910,sv2
39633293368364973,sv2
39633297009016972,sv2
39633297004826445,sv2
39633297004826333,sv2
39633300628702788,sv2
39633300628701865,sv2
39633297004826597,sv2
39633297004825986,sv2
39633300628702909,sv2
39633300628703439,sv2
39633300628702179,sv2
39633300624507766,sv2
39633300624508887,sv2
39633297000630980,sv2
39633300624509322,sv2
39633300620315690,sv2
39633300624508670,sv2
39633300624509081,sv2
39633300624508871,sv2
39633300624508142,sv2
39633300620314731,sv2
39633297000630618,sv2
39633300620314967,sv2
39633300624508085,sv2
39633297004824538,sv2
39633297004822587,sv2
39633297004824527,sv2
39633297000631762,sv2
39633297004824128,sv2
39633297004823082,sv2
39633297000631550,sv2
39633304214832477,sv2
39633300624507554,sv2
39633304214833167,sv2
39633300624508050,sv2
39633304219026972,sv2
39633304223221675,sv2
39633304223220040,sv2
39633300616120912,sv2
39633304223222398,sv2
39633300616121733,sv2
39633300616119253,sv2
39633300616121179,sv2
39633300616119065,sv2
39633300616122024,sv2
39633300620313612,sv2
39633300620314918,sv2
39633300620315091,sv2
39633300616118648,sv2
39633304214831220,sv2
39633300620314621,sv2
39633300620313849,sv2
39633300620312868,sv2
39633300620314048,sv2
39633300620313898,sv2
39633300620313301,sv2
39633300616118389,sv2
39633300628701291,sv2
39633300628703841,sv2
39633300628703331,sv2
39633300624510256,sv2
39633297004824958,sv2
39633293372555635,sv2
39633300632895614,sv2
39633300632896187,sv2
39633293368362748,sv2
39633297009019374,sv2
39633297004826672,sv2
39633297004826280,sv2
39633297009016969,sv2
39633293364170436,sv2
39633297013211741,sv2
39633297009020394,sv2
39633297009020692,sv2
39633293372556592,sv2
39633297004824779,sv2
39633297004826528,sv2
39633300624510032,sv2
39633297004825088,sv2
39633307796767089,sv2
39633307792575521,sv2
39633307796767078,sv2
39633304223221250,sv2
39633304223220790,sv2
39633307800961129,sv2
39633307796768779,sv2
39633307792575420,sv2
39633307792574573,sv2
39633304219027695,sv2
39633307796767640,sv2
39633307796768432,sv2
39633307796767384,sv2
39633307796767738,sv2
39633307796768280,sv2
39633304219028645,sv2
39633311345149025,sv2
39633311345148053,sv2
39633304219026989,sv2
39633307796767731,sv2
39633307792572516,sv2
39633304214833565,sv2
39633311345148528,sv2
39633304214834237,sv2
39633307792573996,sv2
39633307792573506,sv2
39633307792572778,sv2
39633304214832563,sv2
39633304214832460,sv2
39633307792573861,sv2
39633307792573264,sv2
39633304214832199,sv2
39633304223221643,sv2
39633304223220460,sv2
39633304223223041,sv2
39633304227414318,sv2
39633300628703320,sv2
39633304227417985,sv2
39633304223222929,sv2
39633311345148285,sv2
39633311345151213,sv2
39633311345150455,sv2
39633293372556059,sv2
39633293372556522,sv2
39633300632896391,sv2
39633297013211295,sv2
39633297009020507,sv2
39633300632896435,sv2
39633311345149928,sv2
39633289706735886,sv2
39633289706734648,sv2
39633289702540289,sv2
39633289702542488,sv2
39633289706735506,sv2
39633289702542345,sv2
39633286024136854,sv2
39633286024138109,sv2
39633286024137953,sv2
39633289706736875,sv2
39633286024135545,sv2
39633289706735771,sv2
39633286019945152,sv2
39633289706736282,sv2
39633286019944749,sv2
39633286024136784,sv2
39633286019941782,sv2
39633289702541085,sv2
39633289702542113,sv2
39633289702540890,sv2
39633293364168847,sv2
39633293364169366,sv2
39633293364168056,sv2
39633293364167259,sv2
39633289702540354,sv2
39633293364169098,sv2
39633282320566710,sv2
39633282320565448,sv2
39633282320566191,sv2
39633286019944724,sv2
39633286024138377,sv2
39633282320567347,sv2
39633286019940990,sv2
39633289706736687,sv2
39633293368364630,sv2
39633289706736642,sv2
39633289706734898,sv2
39633293368361054,sv2
39633293368361524,sv2
39633289702542876,sv2
39633293368361138,sv2
39633293368361255,sv2
39633293368363466,sv2
39633282324759867,sv2
39633282324759790,sv2
39633282324759659,sv2
39633289710928781,sv2
39633289710928966,sv2
39633289710928757,sv2
39633293364169871,sv2
39633286028329394,sv2
39633286028330057,sv2
39633282320567080,sv2
39633282320567431,sv2
39633282320567242,sv2
39633282320566941,sv2
39633286028329269,sv2
39633289698347432,sv2
39633289698345764,sv2
39633289698345962,sv2
39633289698347481,sv2
39633289698346951,sv2
39633289698345261,sv2
39633289698345556,sv2
