TARGETID,SURVEY
39633325287018206,sv2
39633328738927488,sv2
39633328738928863,sv2
39633328738928756,sv2
39633325291210848,sv2
39633328738929460,sv2
39633325291211368,sv2
39633328738928102,sv2
39633328743122075,sv2
39633328743121011,sv2
39633332174063509,sv2
39633328743123952,sv2
39633332174062530,sv2
39633332169869869,sv2
39633328734735444,sv2
39633328734735425,sv2
39633335579837593,sv2
39633335579838833,sv2
39633335579837127,sv2
39633335579839549,sv2
39633335571450927,sv2
39633332174062249,sv2
39633332174061677,sv2
39633332169869829,sv2
39633332161481697,sv2
39633335567253560,sv2
39633338952058428,sv2
39633335571448519,sv2
39633335571449127,sv2
39633335571448034,sv2
39633335571448219,sv2
39633332178258336,sv2
39633338956253189,sv2
39633335579839166,sv2
39633335579837540,sv2
39633338956254100,sv2
39633338956252223,sv2
39633338956252945,sv2
39633332178257177,sv2
39633338956253894,sv2
39633335579839218,sv2
39633335575644630,sv2
39633335575643933,sv2
39633335575644124,sv2
39633335575645396,sv2
39633335575644800,sv2
39633332174064820,sv2
39633335579836588,sv2
39633335575643579,sv2
39633335575645157,sv2
39633332174063043,sv2
39633335575644983,sv2
39633335575643276,sv2
39633335571449207,sv2
39633335571448500,sv2
39633332165676380,sv2
39633335571448522,sv2
39633332169868563,sv2
39633338956251694,sv2
39633335571450846,sv2
39633338952058999,sv2
39633335575642943,sv2
39633335571449542,sv2
39633335567255179,sv2
39633338956253285,sv2
39633342320083899,sv2
39633342320083838,sv2
39633338956253786,sv2
39633338960449032,sv2
39633335579839719,sv2
39633335584030840,sv2
39633338960448982,sv2
39633342320084698,sv2
39633342320085739,sv2
39633338960446123,sv2
39633342320084843,sv2
39633342320085845,sv2
39633342324277313,sv2
39633338960447246,sv2
39633342320085967,sv2
39633338960448824,sv2
39633338964639775,sv2
39633332161481725,sv2
39633325287017516,sv2
39633325291209856,sv2
39633328738926734,sv2
39633335563060619,sv2
39633335563061275,sv2
39633328717956663,sv2
39633325270238901,sv2
39633325270239067,sv2
39633325270239897,sv2
39633325270240158,sv2
39633325274431916,sv2
39633325270240235,sv2
39633328717958305,sv2
39633328717958210,sv2
39633332153091834,sv2
39633332153091262,sv2
39633328726345300,sv2
39633325270239834,sv2
39633325270240163,sv2
39633328722151238,sv2
39633328722151570,sv2
39633328722150793,sv2
39633328722150206,sv2
39633325270240648,sv2
39633328717956746,sv2
39633328722152068,sv2
39633328722149563,sv2
39633328726344485,sv2
39633338947865564,sv2
39633335571448127,sv2
39633338952058148,sv2
39633335567256149,sv2
39633338947865575,sv2
39633335563061875,sv2
39633335567253843,sv2
39633342307502130,sv2
39633338947864504,sv2
39633342307501452,sv2
39633338952059696,sv2
39633338952060100,sv2
39633338952059122,sv2
39633335567254453,sv2
39633338947864374,sv2
39633338947863947,sv2
39633338943671046,sv2
39633338947863701,sv2
39633338947864864,sv2
39633348972249445,sv2
39633345650363679,sv2
39633348972250390,sv2
39633342315888945,sv2
39633345650363030,sv2
39633348972249756,sv2
39633348972249943,sv2
39633345650363705,sv2
39633345658750694,sv2
39633345658750323,sv2
39633345654557341,sv2
39633342315891299,sv2
39633345654557276,sv2
39633342315891261,sv2
39633345654557622,sv2
39633345650362323,sv2
39633345650360675,sv2
39633345650361017,sv2
39633345650361824,sv2
39633345650361630,sv2
39633345646168587,sv2
39633342315891467,sv2
39633348976444711,sv2
39633342315891113,sv2
39633348976446152,sv2
39633348976445532,sv2
39633348976445716,sv2
39633348980638141,sv2
39633338956252814,sv2
39633348972251572,sv2
39633348972250783,sv2
39633348972251073,sv2
39633348972251212,sv2
39633345654557448,sv2
39633348972251153,sv2
39633345654555058,sv2
39633345658749988,sv2
39633342320085084,sv2
39633345662943608,sv2
39633342320083522,sv2
39633345658750413,sv2
39633345658751553,sv2
39633345658752025,sv2
39633348972252398,sv2
39633348972252507,sv2
39633342315890534,sv2
39633166985595749,sv3
39633166985594692,sv3
39633171259590467,sv3
39633332828376031,sv3
39633332828376218,sv3
39633329401630452,sv3
39633332828374036,sv3
39633329405821412,sv3
39633332828373721,sv3
39633329401630575,sv3
39633329405821707,sv3
39633332828374386,sv3
39633332828376645,sv3
39633329401629416,sv3
39633329405822518,sv3
39633329405822416,sv3
39633329405822053,sv3
39633329401630516,sv3
39633329405821178,sv3
39633332832568174,sv3
39633329410016628,sv3
39633325953910211,sv3
39633325953908912,sv3
39633329401628070,sv3
39633332828375212,sv3
39633332828375695,sv3
39633329401628652,sv3
39633325962298941,sv3
39633325962299436,sv3
39633325962297961,sv3
39633329405824806,sv3
39633329405824472,sv3
39633329405821479,sv3
39633329405821752,sv3
39633325966495670,sv3
39633329410017019,sv3
39633329410016620,sv3
39633325966495266,sv3
39633325966493665,sv3
39633329410018283,sv3
39633325966495128,sv3
39633325958106242,sv3
39633329405822401,sv3
39633325962299190,sv3
39633325958105650,sv3
39633325958104676,sv3
39633325962298475,sv3
39633325958105931,sv3
39633329410016487,sv3
39633329410015935,sv3
39633332832568340,sv3
39633329410017832,sv3
39633325966492124,sv3
39633325962300021,sv3
39633325962301520,sv3
39633325962301397,sv3
39633325962301235,sv3
39633322501999788,sv3
39633325966494707,sv3
39633325962302109,sv3
39633322493609962,sv3
39633322493609020,sv3
39633322489415881,sv3
39633322493612135,sv3
39633322489416991,sv3
39633322493608307,sv3
39633322489415267,sv3
39633322489414444,sv3
39633325958106809,sv3
39633325958106016,sv3
39633322493610644,sv3
39633322493611844,sv3
39633325966492914,sv3
39633332828376280,sv3
39633325966493624,sv3
39633329405823023,sv3
39633329405824023,sv3
39633329401630460,sv3
39633322497806726,sv3
39633325962298116,sv3
39633325962300809,sv3
39633322489414541,sv3
39633322489414028,sv3
39633322497806609,sv3
39633325966493436,sv3
39633322493611916,sv3
39633329410015383,sv3
39633322501997633,sv3
39633325966495200,sv3
39633325966494722,sv3
39633322489414189,sv3
39633322489417120,sv3
39633322489415062,sv3
39633322493609445,sv3
39633329405821590,sv3
39633322493611175,sv3
39633322497802944,sv3
39633322497806273,sv3
39633322489413956,sv3
39633322489415902,sv3
39633322493609553,sv3
39633322493612007,sv3
39633322489415014,sv3
39633315501705242,sv3
39633315501706113,sv3
39633322489417030,sv3
39633319012337901,sv3
39633322501996713,sv3
39633319008142164,sv3
39633322489413672,sv3
39633322489414665,sv3
39633319003951048,sv3
39633319003951354,sv3
39633319008141394,sv3
39633319003951406,sv3
39633319008141889,sv3
39633319003949996,sv3
39633322489415630,sv3
39633319003950500,sv3
39633319003949745,sv3
39633322489415820,sv3
39633319003950800,sv3
39633319003948805,sv3
39633319003949297,sv3
39633319003949684,sv3
39633319003950498,sv3
39633319008144004,sv3
39633322493611394,sv3
39633319012335685,sv3
39633319008144797,sv3
39633322497804301,sv3
39633319008143076,sv3
39633319008145023,sv3
39633319008144188,sv3
39633319012336231,sv3
39633319008145361,sv3
39633322493611006,sv3
39633319012337049,sv3
39633315501704853,sv3
39633322489416263,sv3
39633315501704147,sv3
39633322489415477,sv3
39633319003950799,sv3
39633319012335994,sv3
39633319008143186,sv3
39633319003947727,sv3
39633319008141532,sv3
39633319003951216,sv3
39633319008142775,sv3
39633319008144559,sv3
39633315497513347,sv3
39633315497511693,sv3
39633315497513055,sv3
39633315501704540,sv3
39633319003949197,sv3
39633315497512555,sv3
39633319003948894,sv3
39633315497513706,sv3
39633315501703238,sv3
39633315497513611,sv3
39633315497512265,sv3
39633308396554927,sv3
39633308396554025,sv3
39633308396553752,sv3
39633308396552959,sv3
39633311949130458,sv3
39633311949129484,sv3
39633311949129198,sv3
39633311949131419,sv3
39633308396556624,sv3
39633315476540013,sv3
39633308396555155,sv3
39633311944936370,sv3
39633311944936147,sv3
39633311944934497,sv3
39633311944935141,sv3
39633311944935417,sv3
39633308396554463,sv3
39633308392361962,sv3
39633308392361015,sv3
39633315476541359,sv3
39633311949128878,sv3
39633311949129042,sv3
39633311940742966,sv3
39633311949128743,sv3
39633311944934233,sv3
39633311949128197,sv3
39633308396553824,sv3
39633308392362079,sv3
39633315476538391,sv3
39633315472346138,sv3
39633311944933737,sv3
39633311940742439,sv3
39633308392361601,sv3
39633308392359044,sv3
39633311940742918,sv3
39633311940741526,sv3
39633311940741916,sv3
39633308392360738,sv3
39633311944933811,sv3
39633304818815289,sv3
39633308400747074,sv3
39633308396555919,sv3
39633308396553239,sv3
39633308396553650,sv3
39633308396553291,sv3
39633308392361190,sv3
39633308392361510,sv3
39633311940741952,sv3
39633311944933771,sv3
39633304818813237,sv3
39633304818813553,sv3
39633304818812896,sv3
39633304818813001,sv3
39633308392359702,sv3
39633315476537982,sv3
39633311944934326,sv3
39633311940741339,sv3
39633315476539015,sv3
39633315476537897,sv3
39633315476539323,sv3
39633315476540111,sv3
39633315476539427,sv3
39633318982978360,sv3
39633315468149179,sv3
39633315468148992,sv3
39633311940741412,sv3
39633318982978441,sv3
39633322464249572,sv3
39633318978784903,sv3
39633318978783779,sv3
39633318982975584,sv3
39633318982976831,sv3
39633318978782483,sv3
39633318982976778,sv3
39633318978783483,sv3
39633315468151103,sv3
39633315472344043,sv3
39633315472343229,sv3
39633315468151640,sv3
39633315468150094,sv3
39633315468151568,sv3
39633315468151512,sv3
39633315468151636,sv3
39633315468151454,sv3
39633315468149898,sv3
39633315468150453,sv3
39633315468148867,sv3
39633315468151828,sv3
39633315468151890,sv3
39633318982978757,sv3
39633318982977627,sv3
39633318978782367,sv3
39633318974590595,sv3
39633318974590666,sv3
39633318974590225,sv3
39633318974590257,sv3
39633318974590558,sv3
39633318978781834,sv3
39633318974590684,sv3
39633318978781989,sv3
39633315472346082,sv3
39633315472345325,sv3
39633315472346616,sv3
39633311940741469,sv3
39633311936548577,sv3
39633311940740817,sv3
39633315468150719,sv3
39633311940740429,sv3
39633311940741547,sv3
39633315468150454,sv3
39633311940742418,sv3
39633322468443904,sv3
39633322468442727,sv3
39633322468442808,sv3
39633322468444511,sv3
39633315472346677,sv3
39633315472346015,sv3
39633318978784506,sv3
39633315472347227,sv3
39633315472344143,sv3
39633315472345490,sv3
39633311940739348,sv3
39633318978783888,sv3
39633318978781782,sv3
39633318978781895,sv3
39633318974590267,sv3
39633318978783390,sv3
39633318978783089,sv3
39633315468151474,sv3
39633311936546346,sv3
39633315463957933,sv3
39633311936547181,sv3
39633311932355089,sv3
39633311936546102,sv3
39633311936545846,sv3
39633311936546363,sv3
39633318978782773,sv3
39633315472345264,sv3
39633318974589124,sv3
39633318974588303,sv3
39633315476538414,sv3
39633315463956426,sv3
39633318978783119,sv3
39633315472346728,sv3
39633311936547913,sv3
39633315472343194,sv3
39633311940739499,sv3
39633318978782850,sv3
39633315468150208,sv3
39633318982976312,sv3
39633322464251705,sv3
39633308388165093,sv3
39633308388165877,sv3
39633308388166990,sv3
39633322468443395,sv3
39633308388166787,sv3
39633308388167079,sv3
39633322506194551,sv3
39633325970689416,sv3
39633325970690146,sv3
39633325974881547,sv3
39633325970689649,sv3
39633322506192953,sv3
39633322506192137,sv3
39633322510385396,sv3
39633322506195033,sv3
39633325970689112,sv3
39633322506193237,sv3
39633322510386158,sv3
39633319020726047,sv3
39633315514289855,sv3
39633319020726289,sv3
39633319020727032,sv3
39633322506194280,sv3
39633322510386165,sv3
39633322510385235,sv3
39633319020727317,sv3
39633322510387332,sv3
39633319020727258,sv3
39633315518480433,sv3
39633319020728060,sv3
39633319020726750,sv3
39633319020727606,sv3
39633308434304604,sv3
39633308438495803,sv3
39633308434302565,sv3
39633304856561876,sv3
39633304860753965,sv3
39633304860755224,sv3
39633301257849581,sv3
39633301262041971,sv3
39633308434302712,sv3
39633304860755194,sv3
39633308434303376,sv3
39633304856563083,sv3
39633332811599391,sv3
39633336213177732,sv3
39633332815792870,sv3
39633332811599419,sv3
39633332815792325,sv3
39633332815791357,sv3
39633332811599552,sv3
39633336213178718,sv3
39633332811597985,sv3
39633332811598983,sv3
39633336213177238,sv3
39633332815791606,sv3
39633336217371352,sv3
39633329393239648,sv3
39633329393239973,sv3
39633336217372338,sv3
39633336217370843,sv3
39633332815793552,sv3
39633336217371829,sv3
39633336213178766,sv3
39633336213177389,sv3
39633339589595528,sv3
39633336217370679,sv3
39633339593787997,sv3
39633336213179632,sv3
39633336213177526,sv3
39633336213177805,sv3
39633339593788964,sv3
39633336213177504,sv3
39633336213180464,sv3
39633336217371398,sv3
39633336213178619,sv3
39633332815793144,sv3
39633332819984796,sv3
39633332819984618,sv3
39633332815792526,sv3
39633325949715711,sv3
39633329393240306,sv3
39633329393239936,sv3
39633332815792830,sv3
39633329393241053,sv3
39633329393241583,sv3
39633329393240358,sv3
39633329393240917,sv3
39633339597979941,sv3
39633339593789394,sv3
39633339593789329,sv3
39633332811599273,sv3
39633332815791041,sv3
39633336213177634,sv3
39633336213177780,sv3
39633339589595267,sv3
39633336213177675,sv3
39633332815791417,sv3
39633329393242117,sv3
39633332815793630,sv3
39633332815791544,sv3
39633336213178870,sv3
39633336213177155,sv3
39633332819984685,sv3
39633329397432570,sv3
39633336221565626,sv3
39633336221566585,sv3
39633336217373773,sv3
39633336217374687,sv3
39633339597980334,sv3
39633336221565196,sv3
39633336221565836,sv3
39633332824182305,sv3
39633332824179435,sv3
39633332828374775,sv3
39633336221567380,sv3
39633332828373780,sv3
39633332828374091,sv3
39633332824182206,sv3
39633332828375561,sv3
39633332828373818,sv3
39633332824181188,sv3
39633332824180407,sv3
39633336225761308,sv3
39633339597983246,sv3
39633339602176339,sv3
39633339602176011,sv3
39633339602175758,sv3
39633332824179388,sv3
39633332819987149,sv3
39633332819986811,sv3
39633332819986219,sv3
39633332819988856,sv3
39633332819985600,sv3
39633332819987376,sv3
39633332824180875,sv3
39633332819987035,sv3
39633332819985805,sv3
39633336221567565,sv3
39633336225761630,sv3
39633336221568737,sv3
39633336225761061,sv3
39633336225760477,sv3
39633336221567970,sv3
39633332828376020,sv3
39633336225760236,sv3
39633336225760524,sv3
39633336225761543,sv3
39633336225760786,sv3
39633336225762503,sv3
39633336221567522,sv3
39633336225759278,sv3
39633336221568697,sv3
39633329397433819,sv3
39633329397433356,sv3
39633329397432973,sv3
39633336221565254,sv3
39633332824179918,sv3
39633336217374026,sv3
39633332824179408,sv3
39633332819988375,sv3
39633332819986261,sv3
39633336217374818,sv3
39633329397435734,sv3
39633329401627827,sv3
39633329397435443,sv3
39633339602174167,sv3
39633339597980081,sv3
39633339597981011,sv3
39633339597981859,sv3
39633339597983339,sv3
39633339597981616,sv3
39633336225760378,sv3
39633336217372062,sv3
39633332828373648,sv3
39633332824179910,sv3
39633332819984892,sv3
39633336221567332,sv3
39633336221565616,sv3
39633332824180295,sv3
39633336221567140,sv3
39633336221565239,sv3
39633332828374832,sv3
39633332819985978,sv3
39633329393242180,sv3
39633325949717450,sv3
39633339602176040,sv3
39633339597979970,sv3
39633336225761361,sv3
39633329401627430,sv3
39633329397434631,sv3
39633329397435309,sv3
39633332824182397,sv3
39633336221567474,sv3
39633325949716705,sv3
39633325949717153,sv3
39633325949717593,sv3
39633332819986619,sv3
39633339597980415,sv3
39633339602174999,sv3
39633332828373781,sv3
39633339597980526,sv3
39633339597981940,sv3
39633342957618157,sv3
39633329393241141,sv3
39633339602174369,sv3
39633339602174298,sv3
39633342953426400,sv3
39633342953425717,sv3
39633342957617380,sv3
39633342953423353,sv3
39633325949718262,sv3
39633325949716989,sv3
39633329401628510,sv3
39633325949718500,sv3
39633325949717485,sv3
39633325949718503,sv3
39633304843977476,sv3
39633308413332924,sv3
39633304839786442,sv3
39633308417523918,sv3
39633308417524217,sv3
39633308417523991,sv3
39633304839785498,sv3
39633304839783560,sv3
39633304839785336,sv3
39633304843976780,sv3
39633304839785088,sv3
39633304839783576,sv3
39633304839784354,sv3
39633301245264402,sv3
39633304843977439,sv3
39633304848171394,sv3
39633301249461214,sv3
39633301249460230,sv3
39633301253652522,sv3
39633301249461826,sv3
39633301249459330,sv3
39633301249459662,sv3
39633301249459250,sv3
39633301253652608,sv3
39633308417524676,sv3
39633301241071346,sv3
39633301241072900,sv3
39633301241073417,sv3
39633304843978578,sv3
39633308417526510,sv3
39633301241071847,sv3
39633301245265520,sv3
39633304843978730,sv3
39633304843979763,sv3
39633304843980096,sv3
39633301245266885,sv3
39633301245265145,sv3
39633304843979564,sv3
39633304843978112,sv3
39633301241070683,sv3
39633301245264997,sv3
39633301245266622,sv3
39633304843976811,sv3
39633304839785521,sv3
39633304843977959,sv3
39633301241071570,sv3
39633301241073181,sv3
39633301241071757,sv3
39633301241073028,sv3
39633301241073976,sv3
39633308417525935,sv3
39633301249460650,sv3
39633301245266598,sv3
39633297633970282,sv3
39633301245267141,sv3
39633301249460058,sv3
39633304843979242,sv3
39633297625582296,sv3
39633297629774701,sv3
39633297625583361,sv3
39633297625582948,sv3
39633301245265906,sv3
39633297629774986,sv3
39633308417524504,sv3
39633301245267383,sv3
39633301241074131,sv3
39633297625583625,sv3
39633301249462084,sv3
39633311965909817,sv3
39633308421718165,sv3
39633304852365389,sv3
39633304848172417,sv3
39633304852367344,sv3
39633304852365617,sv3
39633308421719323,sv3
39633308421719432,sv3
39633308421719942,sv3
39633311970101582,sv3
39633308421720434,sv3
39633308421719388,sv3
39633311970100709,sv3
39633308421721472,sv3
39633308421721637,sv3
39633304848172857,sv3
39633308417527933,sv3
39633308421721054,sv3
39633308421721691,sv3
39633308421718038,sv3
39633304848173849,sv3
39633304848172066,sv3
39633304848173021,sv3
39633311965909875,sv3
39633308417528080,sv3
39633311970099310,sv3
39633304848174793,sv3
39633304848172401,sv3
39633304848174742,sv3
39633301253656534,sv3
39633301253655349,sv3
39633301253655856,sv3
39633308421721434,sv3
39633301253655990,sv3
39633301257847621,sv3
39633301253654741,sv3
39633322481026378,sv3
39633318991366281,sv3
39633318991366539,sv3
39633322481026391,sv3
39633315480735283,sv3
39633315480734757,sv3
39633315480735173,sv3
39633318995558844,sv3
39633318991365028,sv3
39633315480733214,sv3
39633315480732880,sv3
39633315480732480,sv3
39633318987170993,sv3
39633318987172506,sv3
39633318991365770,sv3
39633315480733527,sv3
39633315480733458,sv3
39633315480734501,sv3
39633315480734307,sv3
39633318987172567,sv3
39633315480733471,sv3
39633322481025989,sv3
39633318991364353,sv3
39633315476541543,sv3
39633322472640414,sv3
39633322472637594,sv3
39633322481025737,sv3
39633322472638918,sv3
39633322476833286,sv3
39633322472639882,sv3
39633322472639106,sv3
39633318987170503,sv3
39633318987171205,sv3
39633318987169982,sv3
39633322472637410,sv3
39633318982978257,sv3
39633318982979783,sv3
39633318987171669,sv3
39633322468445201,sv3
39633318987172241,sv3
39633318987172409,sv3
39633322476831971,sv3
39633318987173401,sv3
39633322468445110,sv3
39633318982978032,sv3
39633322468445014,sv3
39633322472638916,sv3
39633322468445850,sv3
39633318982978874,sv3
39633322472638175,sv3
39633315480733430,sv3
39633322476834343,sv3
39633322476831287,sv3
39633322476834082,sv3
39633322476831282,sv3
39633322468444820,sv3
39633325941326613,sv3
39633322476834175,sv3
39633325937135375,sv3
39633325937134302,sv3
39633322476833658,sv3
39633325941328964,sv3
39633325941326735,sv3
39633325941327475,sv3
39633325941329168,sv3
39633322468444916,sv3
39633325941327555,sv3
39633322476831229,sv3
39633325941326317,sv3
39633325941326675,sv3
39633322472640314,sv3
39633325941327653,sv3
39633329380658615,sv3
39633325932941307,sv3
39633325937132587,sv3
39633322468445600,sv3
39633325932940883,sv3
39633322472638863,sv3
39633325937133871,sv3
39633325932940379,sv3
39633325937132527,sv3
39633322472637421,sv3
39633325932940838,sv3
39633322476831864,sv3
39633325937132457,sv3
39633325937133387,sv3
39633325937132771,sv3
39633325941326847,sv3
39633322481026931,sv3
39633325941329149,sv3
39633325941328636,sv3
39633325941326588,sv3
39633329389046818,sv3
39633329389046074,sv3
39633329389045505,sv3
39633329389046299,sv3
39633329384853444,sv3
39633329389045558,sv3
39633332811597282,sv3
39633325945522254,sv3
39633325945520873,sv3
39633325945523719,sv3
39633332811596053,sv3
39633329389044232,sv3
39633329389045206,sv3
39633325941329868,sv3
39633329384852884,sv3
39633329384853433,sv3
39633329384852133,sv3
39633329384851156,sv3
39633329384849644,sv3
39633325941329572,sv3
39633325945521576,sv3
39633329384852296,sv3
39633325941326558,sv3
39633329389044744,sv3
39633332811598946,sv3
39633332811598148,sv3
39633329389047497,sv3
39633329393238129,sv3
39633329389047727,sv3
39633329393238212,sv3
39633329389047806,sv3
39633332811597136,sv3
39633332811597263,sv3
39633332811598484,sv3
39633332811597843,sv3
39633329384853124,sv3
39633329389045518,sv3
39633329389046833,sv3
39633329389047171,sv3
39633325941329756,sv3
39633329393238560,sv3
39633332811596185,sv3
39633329389045674,sv3
39633322481027456,sv3
39633322485219542,sv3
39633325949715287,sv3
39633325949715370,sv3
39633322481028901,sv3
39633322485219426,sv3
39633325949716300,sv3
39633322485220717,sv3
39633301241070244,sv3
39633301241070436,sv3
39633301241069644,sv3
39633301241070163,sv3
39633301241070571,sv3
39633297621387978,sv3
39633301236878886,sv3
39633297625582231,sv3
39633297621388168,sv3
39633408464260592,sv3
39633405582770395,sv3
39633405578579514,sv3
39633408468451415,sv3
39633405578578702,sv3
39633405586964822,sv3
39633408468451798,sv3
39633405582772747,sv3
39633405582771875,sv3
39633408464260348,sv3
39633405582773541,sv3
39633405582773057,sv3
39633405582771063,sv3
39633405582773823,sv3
39633405582773389,sv3
39633402680314450,sv3
39633405586965766,sv3
39633405582771215,sv3
39633405586965988,sv3
39633402680315016,sv3
39633405582773733,sv3
39633408464257071,sv3
39633402684506424,sv3
39633402684508529,sv3
39633402684508610,sv3
39633402684506762,sv3
39633402684507499,sv3
39633402684507004,sv3
39633402684509535,sv3
39633402684506152,sv3
39633405578579202,sv3
39633405578578446,sv3
39633405582770799,sv3
39633405578579700,sv3
39633408468452201,sv3
39633411324777112,sv3
39633408468451544,sv3
39633408464259265,sv3
39633408464260170,sv3
39633408468451924,sv3
39633399752691438,sv3
39633402680315908,sv3
39633402684509503,sv3
39633399756884261,sv3
39633405582771502,sv3
39633405582770848,sv3
39633405582770302,sv3
39633402680314460,sv3
39633402680313105,sv3
39633402680315730,sv3
39633405582774138,sv3
39633405578579398,sv3
39633405582770982,sv3
39633408460065601,sv3
39633405578578625,sv3
39633405578578664,sv3
39633405578578277,sv3
39633408464260628,sv3
39633402684507646,sv3
39633399756882602,sv3
39633399756884085,sv3
39633405582773971,sv3
39633402676121640,sv3
39633402676120948,sv3
39633402676121353,sv3
39633399752688499,sv3
39633399752689816,sv3
39633402676120560,sv3
39633408468452634,sv3
39633408464258273,sv3
39633408464260361,sv3
39633408468452233,sv3
39633399752691107,sv3
39633399752691879,sv3
39633399752689159,sv3
39633399752690338,sv3
39633399752690465,sv3
39633399752689792,sv3
39633405582772989,sv3
39633402680313507,sv3
39633408468451381,sv3
39633408464258169,sv3
39633405578577781,sv3
39633405578577409,sv3
39633402676120104,sv3
39633402676120388,sv3
39633405578577589,sv3
39633405578578314,sv3
39633411324777090,sv3
39633399752688381,sv3
39633399752690746,sv3
39633402676119312,sv3
39633402676118952,sv3
39633402671927056,sv3
39633402671925991,sv3
39633402676118322,sv3
39633402671925870,sv3
39633402676117988,sv3
39633402676118572,sv3
39633402676119386,sv3
39633402671925535,sv3
39633402671925575,sv3
39633402676118737,sv3
39633402676117816,sv3
39633405578576708,sv3
39633405574384880,sv3
39633405574384964,sv3
39633405574385540,sv3
39633399748493736,sv3
39633399748496044,sv3
39633399744302489,sv3
39633402671926875,sv3
39633399744301054,sv3
39633399744301812,sv3
39633402676117585,sv3
39633402671926159,sv3
39633402676118188,sv3
39633399744299131,sv3
39633402671923521,sv3
39633402671924718,sv3
39633402676118402,sv3
39633399752689357,sv3
39633402676120728,sv3
39633402671925872,sv3
39633399744303220,sv3
39633402667731233,sv3
39633399752687990,sv3
39633399752688057,sv3
39633399748497584,sv3
39633399752688448,sv3
39633399748496981,sv3
39633402667731282,sv3
39633399748493470,sv3
39633399744302551,sv3
39633399748496889,sv3
39633399744300364,sv3
39633399752688496,sv3
39633308413330024,sv3
39633308413330714,sv3
39633304835590165,sv3
39633308409137817,sv3
39633308413330753,sv3
39633311961714714,sv3
39633308413331917,sv3
39633308413331345,sv3
39633308409137539,sv3
39633308413331872,sv3
39633308413329566,sv3
39633308409137316,sv3
39633308409139181,sv3
39633308413331362,sv3
39633308409138620,sv3
39633308409136700,sv3
39633304835591826,sv3
39633304839782915,sv3
39633308413332272,sv3
39633304839782912,sv3
39633304839782507,sv3
39633311957519355,sv3
39633311957519528,sv3
39633308409136760,sv3
39633311961710638,sv3
39633311957518657,sv3
39633315493316528,sv3
39633311961710919,sv3
39633315489123585,sv3
39633311957518781,sv3
39633308409137947,sv3
39633308409138341,sv3
39633311957519879,sv3
39633318999753084,sv3
39633311957519973,sv3
39633315493315821,sv3
39633315493315080,sv3
39633311957520137,sv3
39633311957518568,sv3
39633315493315421,sv3
39633311965907580,sv3
39633308409137184,sv3
39633308417525360,sv3
39633304835589397,sv3
39633304835589863,sv3
39633308417524262,sv3
39633304835590407,sv3
39633308417524374,sv3
39633304835590646,sv3
39633311961713400,sv3
39633311965906226,sv3
39633315493316187,sv3
39633311961713445,sv3
39633311965905286,sv3
39633311965906508,sv3
39633311961714942,sv3
39633311961715471,sv3
39633311961712184,sv3
39633311961712915,sv3
39633311961711752,sv3
39633311961714635,sv3
39633311961712119,sv3
39633311961713172,sv3
39633304835590049,sv3
39633322485220196,sv3
39633315489123185,sv3
39633315489121557,sv3
39633318999752762,sv3
39633311961710779,sv3
39633315489122994,sv3
39633315489120685,sv3
39633308409135707,sv3
39633308409135174,sv3
39633308409136819,sv3
39633308409136472,sv3
39633304835588909,sv3
39633304835590223,sv3
39633308413329706,sv3
39633304839782457,sv3
39633311957517178,sv3
39633315489120373,sv3
39633315489122853,sv3
39633315489121667,sv3
39633315484929508,sv3
39633315489121422,sv3
39633308404944711,sv3
39633311953326036,sv3
39633315489121365,sv3
39633311957516500,sv3
39633311957516602,sv3
39633315484929377,sv3
39633304835591834,sv3
39633308413330508,sv3
39633308413330545,sv3
39633311957518075,sv3
39633311957519028,sv3
39633311957518671,sv3
39633311961711327,sv3
39633311957518521,sv3
39633311961711048,sv3
39633315489123111,sv3
39633311957518002,sv3
39633311957519753,sv3
39633308413331153,sv3
39633304839784509,sv3
39633311953325706,sv3
39633315484928806,sv3
39633308409135605,sv3
39633315489123182,sv3
39633308417524947,sv3
39633311965905417,sv3
39633311961714788,sv3
39633308417524839,sv3
39633308413331145,sv3
39633311957517445,sv3
39633311957518913,sv3
39633311957517105,sv3
39633311957517885,sv3
39633315489121275,sv3
39633308409135566,sv3
39633318995559963,sv3
39633315484929345,sv3
39633318995560178,sv3
39633315484928485,sv3
39633308404944474,sv3
39633315489120407,sv3
39633311965906817,sv3
39633318995559779,sv3
39633318995560766,sv3
39633318995559485,sv3
39633308404944073,sv3
39633308404943073,sv3
39633311953324762,sv3
39633315484926007,sv3
39633315484926279,sv3
39633315484929154,sv3
39633315484926238,sv3
39633311953323996,sv3
39633315480734753,sv3
39633315484927106,sv3
39633311953324192,sv3
39633315484928120,sv3
39633315484929050,sv3
39633318991366133,sv3
39633311953324802,sv3
39633311953325621,sv3
39633311953323714,sv3
39633311953324504,sv3
39633311953324866,sv3
39633311953324474,sv3
39633311953324659,sv3
39633322485221026,sv3
39633322485220037,sv3
39633318999756878,sv3
39633322485220535,sv3
39633318999755032,sv3
39633319003947889,sv3
39633318999755346,sv3
39633318999754314,sv3
39633318999753655,sv3
39633318999755151,sv3
39633318999755952,sv3
39633318999754137,sv3
39633318999753422,sv3
39633318999753618,sv3
39633318999755299,sv3
39633318999754143,sv3
39633311965908607,sv3
39633311965908862,sv3
39633315497509421,sv3
39633311965908446,sv3
39633311970100073,sv3
39633311970101160,sv3
